v1,v2,,,
ham,,,,
spam,কখন Ì_ বেরিয়ে আসতে পারবে?,,,
spam,,,,
spam,নিউরোলজিস্টের সাথে যোগাযোগ করুন।,,,
ham,,,,
ham,হাহাহা। আমি মাছ থেকে জলে গিয়েছিলাম..?,,,
ham,,,,
ham,+123 অভিনন্দন - এই সপ্তাহের প্রতিযোগিতার ড্রতে তুমি å£1450 পুরস্কার জিতেছ দাবি করার জন্য শুধু 09050002311 b4280703 নম্বরে কল করুন। শর্তাবলী/স্টপ এসএমএস করুন ০৮৭১৮৭২৭৮৬৮। ১৮ জনের বেশি মাত্র ১৫০ পিপিএম,,,
spam,"না, গাড়িতে অপেক্ষা করছি, বিরক্ত লাগছে। কারণ বাইরে অপেক্ষা করার কিছু নেই। বাড়িতে আমার কাজ করতে পারি বা টিভি দেখতে পারি।",,,
ham,"হয়তো ওয়েস্টশোর অথবা হাইড পার্ক ভিলেজ, আমার বাড়ির কাছের জায়গা?",,,
ham,"তোমার এখন জানা উচিত। তাহলে অ্যান্থনি কেমন আছে? তুমি কি টাকা আনছো? আমার স্কুলের ফি, ভাড়া ইত্যাদি দিতে হবে। এজন্যই আমার তোমার সাহায্যের প্রয়োজন। একজন অভাবী বন্ধু....",,,
ham,এর তাৎপর্য কী?,,,
ham,আমার সম্পর্কে তোমার মতামত? ১. ওভার ২. জাদা ৩. কুসরুথি ৪. লাভজনক ৫. নীরব ৬. স্পেল চরিত্র ৭. পরিণত নয় ৮. স্টাইলিশ ৯. সিম্পল প্লিজ রিপ্লাই..,,,
ham,"৮. এখন, যদি তুমি কিছু গোলাবারুদ সংগ্রহ করতে পারো এবং নতুন এ কে একবার চেষ্টা করে দেখতে চাও, তাহলে আমি এখনও আছি।",,,
ham,প্রভা..আমি সোরিদা..সত্যিই..আমি আন্তরিকভাবে দুঃখিত,,,
ham,হাহা ঠিক আছে তুমি ক্ষমা করে দিও :),,,
ham,না..শুধুমাত্র পরিবর্তন করো..,,,
spam,"আপনার জন্য সর্বশেষ নকিয়া ফোন, একটি ৪০ জিবি আইপড এমপিথ্রি প্লেয়ার অথবা একটি £৫০০ পুরস্কারের নিশ্চয়তা! টেক্সট করুন: সংগ্রহ করুন নম্বর: ৮৩৩৫৫! IBHltd LdnW15H 150p/Mtmsgrcvd18+",,,
ham,S:)তার জন্য কোন প্রতিযোগিতা নেই।,,,
ham,১৫০ পেন্সের জন্য বোল্টব্লু টোন উত্তর দিন POLY# অথবা MONO# যেমন POLY3 ১. চা চা স্লাইড ২. হ্যাঁ ৩. স্লো জ্যাম ৬. টক্সিক ৮. কাম উইথ মি অথবা স্টপ আরও ৪ টি টোন txt আরও,,,
ham,আপনার ক্রেডিট http://www.bubbletext.com এর জন্য টপ আপ করা হয়েছে আপনার রিনিউয়াল পিন হল tgxxrz,,,
spam,"এইভাবে শনিবার রাতের তুলনায় পরিবহনে কম সমস্যা হয়। যাইহোক, আপনি যদি আমার জন্মদিনে যোগদানের জন্য n কে জিজ্ঞাসা করতে চান, তাহলে নির্দ্বিধায় থাকুন। তবে শুক্রবার বুকিং করার সময় নির্দিষ্ট নম্বর জানা প্রয়োজন।",,,
